time,MAC,packet
2025-09-18 12:24:33.404237,00:0c:29:c2:dc:18,Ether / IPv6 / UDP / mDNS Qry b'PC-SE5126-PhVi.local.'
2025-09-18 12:24:33.404817,00:50:56:c0:00:02,Ether / IPv6 / UDP / mDNS Ans fe80::cbea:9338:c8bb:5317
2025-09-18 12:24:33.443843,00:0c:29:c2:dc:18,Ether / IPv6 / UDP fe80::2cc4:e237:ed99:86bb:53550 > ff02::1:3:5355 / LLMNRQuery who has 'PC-SE5126-PhVi.'
2025-09-18 12:24:33.444496,00:50:56:c0:00:02,Ether / IPv6 / UDP fe80::cbea:9338:c8bb:5317:5355 > fe80::2cc4:e237:ed99:86bb:53550 / LLMNRResponse 'PC-SE5126-PhVi.' is at '169.254.92.128'
2025-09-18 12:24:33.445644,00:0c:29:c2:dc:18,Ether / IPv6 / UDP fe80::2cc4:e237:ed99:86bb:53550 > ff02::1:3:5355 / LLMNRQuery who has 'PC-SE5126-PhVi.'
2025-09-18 12:24:33.446566,00:0c:29:c2:dc:18,Ether / IPv6 / UDP fe80::2cc4:e237:ed99:86bb:53550 > ff02::1:3:5355 / LLMNRQuery who has 'PC-SE5126-PhVi.'
2025-09-18 12:24:33.447023,00:50:56:c0:00:02,Ether / IPv6 / UDP fe80::cbea:9338:c8bb:5317:5355 > fe80::2cc4:e237:ed99:86bb:53550 / LLMNRResponse 'PC-SE5126-PhVi.' is at 'fe80::cbea:9338:c8bb:5317'
2025-09-18 12:24:33.447024,00:50:56:c0:00:02,Ether / IPv6 / UDP fe80::cbea:9338:c8bb:5317:5355 > fe80::2cc4:e237:ed99:86bb:53550 / LLMNRResponse 'PC-SE5126-PhVi.' is at '169.254.92.128'
2025-09-18 12:24:33.479276,00:50:56:c0:00:02,Ether / IP / UDP / NBTDatagram / SMB_Header / Tran b'\\MAILSLOT\\BROWSE' HostAnnouncement for b'PC-SE5126-PHVI'
2025-09-18 12:24:33.519633,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_RA / ICMPv6NDOptPrefixInfo / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:33.719953,ca:01:07:3b:00:08,Ether / IPv6 / ICMPv6ND_NS / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address ca:01:07:3b:00:08
2025-09-18 12:24:33.760777,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:34.521503,00:50:56:c0:00:02,Ether / IPv6 / ICMPv6ND_NS / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address 00:50:56:c0:00:02
2025-09-18 12:24:34.521619,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:34.532245,ca:01:07:3b:00:08,Ether / fe80::c801:7ff:fe3b:8 > fe80::2cc4:e237:ed99:86bb (58) / ICMPv6ND_Redirect / ICMPv6NDOptRedirectedHdr
2025-09-18 12:24:34.551807,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:34.564960,ca:01:07:3b:00:08,Ether / fe80::c801:7ff:fe3b:8 > fe80::2cc4:e237:ed99:86bb (58) / ICMPv6ND_Redirect / ICMPv6NDOptRedirectedHdr
2025-09-18 12:24:35.264049,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:35.273741,ca:01:07:3b:00:08,Ether / IPv6 / ICMPv6ND_NS / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address ca:01:07:3b:00:08
2025-09-18 12:24:35.299898,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:35.302544,00:0c:29:c2:dc:18,Ether / 2001:a:b:c:2f3b:681d:45b5:b57b > 2001:a:b:c:c801:7ff:fe3b:8 (60) / IPv6ExtHdrDestOpt / Raw
2025-09-18 12:24:35.313894,ca:01:07:3b:00:08,Ether / fe80::c801:7ff:fe3b:8 > 2001:a:b:c:2f3b:681d:45b5:b57b (58) / ICMPv6ND_Redirect / ICMPv6NDOptRedirectedHdr
2025-09-18 12:24:35.340032,00:50:56:c0:00:02,Ether / IPv6 / TCP fe80::cbea:9338:c8bb:5317:54539 > 2001:67c:1223:3::93e5:ff69:https S
2025-09-18 12:24:35.340183,00:0c:29:c2:dc:18,Ether / IPv6 / TCP fe80::cbea:9338:c8bb:5317:54539 > 2001:67c:1223:3::93e5:ff69:https S
2025-09-18 12:24:35.356533,00:0c:29:c2:dc:18,Ether / IPv6 / IPv6ExtHdrDestOpt / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:35.366037,ca:01:07:3b:00:08,Ether / fe80::c801:7ff:fe3b:8 > 2001:a:b:c:2f3b:681d:45b5:b57b (58) / ICMPv6ND_Redirect / ICMPv6NDOptRedirectedHdr
2025-09-18 12:24:35.396004,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:35.407641,ca:01:07:3b:00:08,Ether / IPv6 / ICMPv6 Echo Reply (id: 0x0 seq: 0x0)
2025-09-18 12:24:35.418921,ca:01:07:3b:00:08,Ether / IPv6 / ICMPv6ND_NS / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address ca:01:07:3b:00:08
2025-09-18 12:24:35.439924,00:0c:29:c2:dc:18,Ether / 2001:a:b:c:2f3b:681d:45b5:b57b > fe80::c801:7ff:fe3b:8 (60) / IPv6ExtHdrDestOpt / Raw
2025-09-18 12:24:35.447616,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:35.449338,ca:01:07:3b:00:08,Ether / 2001:a:b:c::1 > 2001:a:b:c:2f3b:681d:45b5:b57b (58) / ICMPv6ParamProblem / IPerror6 / IPv6ExtHdrDestOpt / Raw
2025-09-18 12:24:35.487726,00:0c:29:c2:dc:18,Ether / IPv6 / IPv6ExtHdrDestOpt / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:35.491784,ca:01:07:3b:00:08,Ether / IPv6 / ICMPv6ParamProblem / IPerror6 / IPv6ExtHdrDestOpt / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:35.527654,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:35.567631,00:0c:29:c2:dc:18,Ether / 2001:a:b:c:2f3b:681d:45b5:b57b > 2001:a:b:c:535:7b17:55d2:b0ca (60) / IPv6ExtHdrDestOpt / Raw
2025-09-18 12:24:35.603423,00:0c:29:c2:dc:18,Ether / IPv6 / IPv6ExtHdrDestOpt / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:35.639578,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:35.688484,00:0c:29:c2:dc:18,Ether / 2001:a:b:c:2f3b:681d:45b5:b57b > fe80::535:7b17:55d2:b0ca (60) / IPv6ExtHdrDestOpt / Raw
2025-09-18 12:24:35.724667,00:0c:29:c2:dc:18,Ether / IPv6 / IPv6ExtHdrDestOpt / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:35.775779,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:35.786317,ca:01:07:3b:00:08,Ether / IPv6 / ICMPv6ND_NS / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address ca:01:07:3b:00:08
2025-09-18 12:24:35.808320,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:35.820275,00:0c:29:c2:dc:18,Ether / 2001:a:b:c:2f3b:681d:45b5:b57b > 2001:a:b:c:cbea:9338:c8bb:5317 (60) / IPv6ExtHdrDestOpt / Raw
2025-09-18 12:24:35.825428,ca:01:07:3b:00:08,Ether / fe80::c801:7ff:fe3b:8 > 2001:a:b:c:2f3b:681d:45b5:b57b (58) / ICMPv6ND_Redirect / ICMPv6NDOptRedirectedHdr
2025-09-18 12:24:35.868022,00:0c:29:c2:dc:18,Ether / IPv6 / IPv6ExtHdrDestOpt / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:35.877486,ca:01:07:3b:00:08,Ether / fe80::c801:7ff:fe3b:8 > 2001:a:b:c:2f3b:681d:45b5:b57b (58) / ICMPv6ND_Redirect / ICMPv6NDOptRedirectedHdr
2025-09-18 12:24:35.899693,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:35.900452,00:50:56:c0:00:02,Ether / IPv6 / ICMPv6 Echo Reply (id: 0x0 seq: 0x0)
2025-09-18 12:24:35.909946,ca:01:07:3b:00:08,Ether / fe80::c801:7ff:fe3b:8 > 2001:a:b:c:2f3b:681d:45b5:b57b (58) / ICMPv6ND_Redirect / ICMPv6NDOptRedirectedHdr
2025-09-18 12:24:35.940203,00:0c:29:c2:dc:18,Ether / 2001:a:b:c:2f3b:681d:45b5:b57b > fe80::cbea:9338:c8bb:5317 (60) / IPv6ExtHdrDestOpt / Raw
2025-09-18 12:24:35.951272,ca:01:07:3b:00:08,Ether / fe80::c801:7ff:fe3b:8 > 2001:a:b:c:2f3b:681d:45b5:b57b (58) / ICMPv6ND_Redirect / ICMPv6NDOptRedirectedHdr
2025-09-18 12:24:35.976526,00:0c:29:c2:dc:18,Ether / IPv6 / IPv6ExtHdrDestOpt / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:35.982825,ca:01:07:3b:00:08,Ether / fe80::c801:7ff:fe3b:8 > 2001:a:b:c:2f3b:681d:45b5:b57b (58) / ICMPv6ND_Redirect / ICMPv6NDOptRedirectedHdr
2025-09-18 12:24:36.011835,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:36.015065,ca:01:07:3b:00:08,Ether / fe80::c801:7ff:fe3b:8 > fe80::2cc4:e237:ed99:86bb (58) / ICMPv6ND_Redirect / ICMPv6NDOptRedirectedHdr
2025-09-18 12:24:36.044199,00:0c:29:c2:dc:18,Ether / fe80::2cc4:e237:ed99:86bb > 2001:a:b:c:c801:7ff:fe3b:8 (60) / IPv6ExtHdrDestOpt / Raw
2025-09-18 12:24:36.048238,ca:01:07:3b:00:08,Ether / fe80::c801:7ff:fe3b:8 > fe80::2cc4:e237:ed99:86bb (58) / ICMPv6ND_Redirect / ICMPv6NDOptRedirectedHdr
2025-09-18 12:24:36.088255,00:0c:29:c2:dc:18,Ether / IPv6 / IPv6ExtHdrDestOpt / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:36.091290,ca:01:07:3b:00:08,Ether / fe80::c801:7ff:fe3b:8 > fe80::2cc4:e237:ed99:86bb (58) / ICMPv6ND_Redirect / ICMPv6NDOptRedirectedHdr
2025-09-18 12:24:36.147732,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:36.154114,ca:01:07:3b:00:08,Ether / IPv6 / ICMPv6 Echo Reply (id: 0x0 seq: 0x0)
2025-09-18 12:24:36.180386,00:0c:29:c2:dc:18,Ether / fe80::2cc4:e237:ed99:86bb > fe80::c801:7ff:fe3b:8 (60) / IPv6ExtHdrDestOpt / Raw
2025-09-18 12:24:36.216174,00:0c:29:c2:dc:18,Ether / IPv6 / IPv6ExtHdrDestOpt / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:36.229160,ca:01:07:3b:00:08,Ether / IPv6 / ICMPv6ParamProblem / IPerror6 / IPv6ExtHdrDestOpt / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:36.263931,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:36.312116,00:0c:29:c2:dc:18,Ether / fe80::2cc4:e237:ed99:86bb > 2001:a:b:c:535:7b17:55d2:b0ca (60) / IPv6ExtHdrDestOpt / Raw
2025-09-18 12:24:36.338867,ca:01:07:3b:00:08,Ether / IPv6 / ICMPv6ND_NS / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address ca:01:07:3b:00:08
2025-09-18 12:24:36.351706,00:0c:29:c2:dc:18,Ether / IPv6 / IPv6ExtHdrDestOpt / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:36.360080,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:36.383123,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:36.425270,00:0c:29:c2:dc:18,Ether / fe80::2cc4:e237:ed99:86bb > fe80::535:7b17:55d2:b0ca (60) / IPv6ExtHdrDestOpt / Raw
2025-09-18 12:24:36.460221,00:0c:29:c2:dc:18,Ether / IPv6 / IPv6ExtHdrDestOpt / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:36.507592,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:36.514445,ca:01:07:3b:00:08,Ether / fe80::c801:7ff:fe3b:8 > fe80::2cc4:e237:ed99:86bb (58) / ICMPv6ND_Redirect / ICMPv6NDOptRedirectedHdr
2025-09-18 12:24:36.552235,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_RA / ICMPv6NDOptPrefixInfo / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:36.552551,00:0c:29:c2:dc:18,Ether / fe80::2cc4:e237:ed99:86bb > 2001:a:b:c:cbea:9338:c8bb:5317 (60) / IPv6ExtHdrDestOpt / Raw
2025-09-18 12:24:36.599581,ca:01:07:3b:00:08,Ether / IPv6 / ICMPv6DestUnreach / IPerror6 / IPv6ExtHdrDestOpt / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:36.604122,00:0c:29:c2:dc:18,Ether / IPv6 / IPv6ExtHdrDestOpt / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:36.631463,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:36.633237,00:50:56:c0:00:02,Ether / IPv6 / ICMPv6 Echo Reply (id: 0x0 seq: 0x0)
2025-09-18 12:24:36.640378,ca:01:07:3b:00:08,Ether / IPv6 / ICMPv6ND_NS / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address ca:01:07:3b:00:08
2025-09-18 12:24:36.663620,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:36.680138,00:0c:29:c2:dc:18,Ether / fe80::2cc4:e237:ed99:86bb > fe80::cbea:9338:c8bb:5317 (60) / IPv6ExtHdrDestOpt / Raw
2025-09-18 12:24:36.691192,ca:01:07:3b:00:08,Ether / fe80::c801:7ff:fe3b:8 > fe80::2cc4:e237:ed99:86bb (58) / ICMPv6ND_Redirect / ICMPv6NDOptRedirectedHdr
2025-09-18 12:24:36.716473,00:0c:29:c2:dc:18,Ether / IPv6 / IPv6ExtHdrDestOpt / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:36.852167,ca:01:07:3b:00:08,Ether / IPv6 / ICMPv6ND_NS / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address ca:01:07:3b:00:08
2025-09-18 12:24:36.853050,00:0c:29:c2:dc:18,Ether / IPv6 / UDP fe80::2cc4:e237:ed99:86bb:5355 > ff02::1:3:5355 / LLMNRQuery who has '8.0.0.0.b.3.e.f.f.f.7.0.1.0.8.c.c.0.0.0.b.0.0.0.a.0.0.0.1.0.0.2.ip6.arpa.'
2025-09-18 12:24:36.871759,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:37.003429,00:0c:29:c2:dc:18,Ether / IPv6 / UDP / mDNS Qry b'8.0.0.0.b.3.e.f.f.f.7.0.1.0.8.c.c.0.0.0.b.0.0.0.a.0.0.0.1.0.0.2.ip6.arpa.'
2025-09-18 12:24:37.439169,00:0c:29:c2:dc:18,Ether / IPv6 / UDP fe80::2cc4:e237:ed99:86bb:5355 > ff02::1:3:5355 / LLMNRQuery who has '8.0.0.0.b.3.e.f.f.f.7.0.1.0.8.c.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa.'
2025-09-18 12:24:37.607713,00:0c:29:c2:dc:18,Ether / IPv6 / UDP / mDNS Qry b'8.0.0.0.b.3.e.f.f.f.7.0.1.0.8.c.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa.'
2025-09-18 12:24:37.795901,ca:01:07:3b:00:08,Ether / IPv6 / ICMPv6ND_NS / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address ca:01:07:3b:00:08
2025-09-18 12:24:37.811479,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:38.060022,00:0c:29:c2:dc:18,Ether / IPv6 / UDP fe80::2cc4:e237:ed99:86bb:5355 > ff02::1:3:5355 / LLMNRQuery who has 'a.c.0.b.2.d.5.5.7.1.b.7.5.3.5.0.c.0.0.0.b.0.0.0.a.0.0.0.1.0.0.2.ip6.arpa.'
2025-09-18 12:24:38.205647,00:0c:29:c2:dc:18,Ether / IPv6 / UDP / mDNS Qry b'a.c.0.b.2.d.5.5.7.1.b.7.5.3.5.0.c.0.0.0.b.0.0.0.a.0.0.0.1.0.0.2.ip6.arpa.'
2025-09-18 12:24:38.312910,ca:01:07:3b:00:08,Ether / IPv6 / ICMPv6ND_NS / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address ca:01:07:3b:00:08
2025-09-18 12:24:38.355817,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:38.635933,ca:01:07:3b:00:08,Ether / IPv6 / ICMPv6ND_NS / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address ca:01:07:3b:00:08
2025-09-18 12:24:38.659179,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:38.659284,00:0c:29:c2:dc:18,Ether / IPv6 / UDP fe80::2cc4:e237:ed99:86bb:5355 > ff02::1:3:5355 / LLMNRQuery who has 'a.c.0.b.2.d.5.5.7.1.b.7.5.3.5.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa.'
2025-09-18 12:24:38.825177,00:0c:29:c2:dc:18,Ether / IPv6 / UDP / mDNS Qry b'a.c.0.b.2.d.5.5.7.1.b.7.5.3.5.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa.'
2025-09-18 12:24:39.268746,00:0c:29:c2:dc:18,Ether / IPv6 / UDP fe80::2cc4:e237:ed99:86bb:5355 > ff02::1:3:5355 / LLMNRQuery who has '7.1.3.5.b.b.8.c.8.3.3.9.a.e.b.c.c.0.0.0.b.0.0.0.a.0.0.0.1.0.0.2.ip6.arpa.'
2025-09-18 12:24:39.294048,00:0c:29:77:3b:af,Ether / IPv6 / ICMPv6ND_NS / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address 00:0c:29:77:3b:af
2025-09-18 12:24:39.305530,00:0c:29:77:3b:af,Ether / IPv6 / ICMPv6ND_NS / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address 00:0c:29:77:3b:af
2025-09-18 12:24:39.305797,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:39.331454,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:39.367611,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:39.458351,00:0c:29:c2:dc:18,Ether / IPv6 / UDP / mDNS Qry b'7.1.3.5.b.b.8.c.8.3.3.9.a.e.b.c.c.0.0.0.b.0.0.0.a.0.0.0.1.0.0.2.ip6.arpa.'
2025-09-18 12:24:39.472508,ca:01:07:3b:00:08,Ether / IPv6 / ICMPv6DestUnreach / IPerror6 / IPv6ExtHdrDestOpt / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:39.584646,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_RA / ICMPv6NDOptPrefixInfo / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:39.912312,00:0c:29:c2:dc:18,Ether / IPv6 / UDP fe80::2cc4:e237:ed99:86bb:5355 > ff02::1:3:5355 / LLMNRQuery who has '7.1.3.5.b.b.8.c.8.3.3.9.a.e.b.c.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa.'
2025-09-18 12:24:39.913457,00:50:56:c0:00:02,Ether / IPv6 / UDP fe80::cbea:9338:c8bb:5317:5355 > fe80::2cc4:e237:ed99:86bb:5355 / LLMNRResponse '7.1.3.5.b.b.8.c.8.3.3.9.a.e.b.c.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa.' is at 'b'PC-SE5126-PhVi.''
2025-09-18 12:24:39.921585,ca:01:07:3b:00:08,Ether / IPv6 / ICMPv6ND_NS / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address ca:01:07:3b:00:08
2025-09-18 12:24:39.955778,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:40.082489,00:0c:29:c2:dc:18,Ether / IPv6 / UDP / mDNS Qry b'PC-SE5126-PhVi.local.'
2025-09-18 12:24:40.085196,00:50:56:c0:00:02,Ether / IPv6 / UDP / mDNS Ans 169.254.92.128
2025-09-18 12:24:40.086671,00:0c:29:c2:dc:18,Ether / IPv6 / UDP / mDNS Qry b'PC-SE5126-PhVi.local.'
2025-09-18 12:24:40.087641,00:50:56:c0:00:02,Ether / IPv6 / UDP / mDNS Ans fe80::cbea:9338:c8bb:5317
2025-09-18 12:24:40.088908,00:0c:29:c2:dc:18,Ether / IPv6 / UDP / mDNS Qry b'PC-SE5126-PhVi.local.'
2025-09-18 12:24:40.089318,00:50:56:c0:00:02,Ether / IPv6 / UDP / mDNS Ans fe80::cbea:9338:c8bb:5317
2025-09-18 12:24:40.128583,ca:01:07:3b:00:08,Ether / IPv6 / ICMPv6DestUnreach / IPerror6 / IPv6ExtHdrDestOpt / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:40.152203,00:0c:29:c2:dc:18,Ether / IPv6 / UDP fe80::2cc4:e237:ed99:86bb:53550 > ff02::1:3:5355 / LLMNRQuery who has 'PC-SE5126-PhVi.'
2025-09-18 12:24:40.152982,00:50:56:c0:00:02,Ether / IPv6 / UDP fe80::cbea:9338:c8bb:5317:5355 > fe80::2cc4:e237:ed99:86bb:53550 / LLMNRResponse 'PC-SE5126-PhVi.' is at '169.254.92.128'
2025-09-18 12:24:40.155784,00:0c:29:c2:dc:18,Ether / IPv6 / UDP fe80::2cc4:e237:ed99:86bb:53550 > ff02::1:3:5355 / LLMNRQuery who has 'PC-SE5126-PhVi.'
2025-09-18 12:24:40.156606,00:50:56:c0:00:02,Ether / IPv6 / UDP fe80::cbea:9338:c8bb:5317:5355 > fe80::2cc4:e237:ed99:86bb:53550 / LLMNRResponse 'PC-SE5126-PhVi.' is at 'fe80::cbea:9338:c8bb:5317'
2025-09-18 12:24:40.159427,00:0c:29:c2:dc:18,Ether / IPv6 / UDP fe80::2cc4:e237:ed99:86bb:53550 > ff02::1:3:5355 / LLMNRQuery who has 'PC-SE5126-PhVi.'
2025-09-18 12:24:40.160619,00:50:56:c0:00:02,Ether / IPv6 / UDP fe80::cbea:9338:c8bb:5317:5355 > fe80::2cc4:e237:ed99:86bb:53550 / LLMNRResponse 'PC-SE5126-PhVi.' is at '169.254.92.128'
2025-09-18 12:24:40.207627,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:40.251755,00:0c:29:c2:dc:18,Ether / 3ebe:8f8e:be6c:13da:a1ee:e4be:ba17:ae73 > ff02::1:ff3b:8 (60) / IPv6ExtHdrDestOpt / Raw
2025-09-18 12:24:40.292662,00:0c:29:c2:dc:18,Ether / IPv6 / IPv6ExtHdrDestOpt / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:40.344172,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:40.380201,00:0c:29:c2:dc:18,Ether / 3ebe:8f8e:be6c:13da:a1ee:e4be:ba17:ae73 > ff02::1:ff00:1 (60) / IPv6ExtHdrDestOpt / Raw
2025-09-18 12:24:40.433803,00:0c:29:c2:dc:18,Ether / IPv6 / IPv6ExtHdrDestOpt / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:40.488027,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:40.536995,00:0c:29:c2:dc:18,Ether / 3ebe:8f8e:be6c:13da:a1ee:e4be:ba17:ae73 > ff02::1:ffd2:b0ca (60) / IPv6ExtHdrDestOpt / Raw
2025-09-18 12:24:40.584630,00:0c:29:c2:dc:18,Ether / IPv6 / IPv6ExtHdrDestOpt / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:40.632744,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
2025-09-18 12:24:40.671884,00:0c:29:c2:dc:18,Ether / 3ebe:8f8e:be6c:13da:a1ee:e4be:ba17:ae73 > ff02::1:ff21:be12 (60) / IPv6ExtHdrDestOpt / Raw
2025-09-18 12:24:40.719668,00:0c:29:c2:dc:18,Ether / IPv6 / IPv6ExtHdrDestOpt / ICMPv6 Echo Request (id: 0x0 seq: 0x0)
